,Unnamed: 0,date,title,url,count
392,392,20200122," 최강욱, 윤도한 입 빌려 ""검찰 비열한 언론플레이""…檢 ""입장없다""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004423453,736
393,393,20200122," ""윤석열, 계엄령 문건 부실 수사  증거 없다"" 靑 이제야 청원 답변",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=023&aid=0003502557,1125
396,396,20200122," 野 '김 여사 친분 특혜 의혹'에…靑 ""허위사실, 책임 묻겠다""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=079&aid=0003314750,395
402,402,20200122," 최서원 ""조국은 왜 보호하나""… 최후진술서 불만 토로",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009667199,387
405,405,20200122," 최강욱 ""檢 조국 수사 너무도 허접…허위 조작 언론에 전파""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009667163,517
407,407,20200122," 최강욱 “검찰, ‘조국 수사 허접’ 비판 받을까봐 비열한 언론플레이”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=032&aid=0002987618,1032
422,422,20200122," 최강욱 ""조국 아들, 인턴했다…검찰, 조작수사하며 협박""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011352572,470
426,426,20200122," 최강욱 靑비서관 ""검찰 비열한 언론플레이…조국 수사 허접하다""(상보)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004422867,572
453,453,20200122, '추미애가 크게 한 건 했다' 김경수 1심 징역형 → 항소심 선고 연기 '총선정국 핵폭풍',https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=015&aid=0004277803,2479
462,462,20200122," 문대통령 ""코로나바이러스 예방 만전""…경제영향 점검도 지시",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011351651,381
466,466,20200122," [속보]文대통령 ""'신종 코로나바이러스' 경제 영향 점검하라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004361499,2611
468,468,20200122, [데일리안 여론조사] 文대통령 지지율 45.6%…부정평가 50.3%,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=119&aid=0002378415,768
469,469,20200122," 전여옥 ""재판부, 김경수 '킹크랩 시연 봤다' 무게중심…3월 10일 文정권 운명의 날""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=015&aid=0004277710,840
478,478,20200122, 美연합체 참여않고 호르무즈 독자 파병,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003265622,402
479,479,20200123," 文대통령 “실향민들, 가족과 함께할 수 있게 노력”…北 개별관광 추진 의지",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003266066,835
481,481,20200123, 최강욱 “기소 쿠데타…윤석열 직권남용죄로 고발”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=032&aid=0002987864,10025
500,500,20200123," 청와대, 곽상도 ‘대통령 손자  국제학교’ 의혹 제기에 “정상적인 의원 활동 아냐”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=028&aid=0002482678,1457
505,505,20200123, 조국·이성윤 라인 전면에..정권 수사 무력화 현실로,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003685135,902
507,507,20200123, 설명절 앞두고 남북협력사업 시사한 文,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003685130,367
511,511,20200123, 문 대통령 “확실한 변화 위해 더 부지런히 뛸 것”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=028&aid=0002482672,636
523,523,20200123," 文대통령 딸, 곽상도 법적 대응 예고…靑 ""경호상 심각한 위해""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009668670,1137
524,524,20200123," 카트 민 文대통령 챙긴 김정숙 여사 ""당신 목 안 좋잖아""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=629&aid=0000011881,3364
539,539,20200123," 문 대통령, 설 맞아 '우리 농산물' 구입…농촌창업 격려",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011354580,1094
542,542,20200123," [종합] 검찰, '허위 증명서 발급 혐의' 최강욱 비서관 기소…청와대 엄호 소용없었나",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=015&aid=0004278391,1252
577,577,20200123, 설 장 보는 문 대통령,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011354146,4732
591,591,20200123, 文대통령 국정지지율 4주만에 반등 47.0%…부정평가 49.9%,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004424114,548
593,593,20200123," 文대통령 딸 다혜씨 ""이제는 참지 않겠다""…법적 대응 나선다",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004424030,1778
598,598,20200123, '조국 의혹' 검찰수사에 또 다시 스피커 자처한 靑,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=119&aid=0002378579,455
599,599,20200124," 모친없는 첫 설연휴 맞은 문 대통령, “살아생전 꼭 고향에 모시고 가겠다 약속했는데…”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=030&aid=0002863963,1187
602,602,20200124, 문대통령 “어머니 안 계신 설 처음… ‘사랑해요’ 말 못 해”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001281560,1660
604,604,20200124," 文대통령, 라디오 깜짝 등장…""엄마 사랑해요, 말이라도""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009669444,977
607,607,20200124," 문 대통령, 라디오서 설 인사…""작년 북미대화 잘안풀려 아쉬워""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011356024,3574
608,608,20200124," 문 대통령 ""어머니 없는 첫 설, 부재가 아프게 느껴진다""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=079&aid=0003315238,1196
610,610,20200124," 문 대통령 “‘엄마, 사랑해요’라는 말 제대로 한 적 있었나 싶다”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=028&aid=0002482763,4691
611,611,20200124, 설연휴 라디오 출연한 文대통령…신청곡은 ‘너의 의미’,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004561786,761
616,616,20200124," 유재수 수사팀, 연휴에도 백원우 등 추가 기소 고심",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011355744,422
622,622,20200125," 두 번의 대학살은 '포석', 최종 타깃은 윤석열…靑 수사 와해 우려",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=119&aid=0002378878,6853
625,625,20200125, 文대통령 '설 구상'은…남북협력 '어게인 2018' 액션플랜 고심,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004426270,359
631,631,20200126," 文대통령 ""우한 폐렴, 과도한 불안 말아야""…질병관리본부 대응지시(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=277&aid=0004612122,976
634,634,20200126," 文대통령 '우한폐렴' 대국민 메시지…""과도한 불안 자제""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=448&aid=0000290786,1472
635,635,20200126," [주간 문재인]‘수출’ 증가 자신한 文대통령, 내막은",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004562379,467
636,636,20200126," 문 대통령 ""코로나바이러스 24시간 대응 중...과도한 불안 갖지 말길""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=032&aid=0002988022,592
637,637,20200126," 문재인 대통령 ""코로나바이러스 24시간 대응 중…과도한 불안 마시라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=015&aid=0004279183,1565
639,639,20200126," 文대통령 '우한폐렴' 사태에 ""24시간 대응 중, 과도한 불안 갖지 말아달라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003685617,1458
640,640,20200126," 文대통령 '우한폐렴' 대국민 메시지 ""정부 믿고 과도한 불안 자제""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004426927,1559
641,641,20200126," 文대통령 '우한 폐렴' 대국민 메시지...""정부 믿고 과도한 불안 말길""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004363103,557
643,643,20200126," 文대통령, 우한폐렴에 대국민 메시지…""과도한 불안 말길""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009670149,1245
644,644,20200126," 文대통령 ""코로나 바이러스 24시간 대응 중…정부 모든 노력""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011357542,408
645,645,20200126," 文대통령 '우한폐렴' 대국민메시지 ""정부 믿고 과도한 불안 자제""(상보)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004426908,784
646,646,20200126," 文, 질본·중앙의료원 등과 통화..""우한폐렴 의료단체와 협력""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004562364,456
647,647,20200126, 文대통령 ‘우한폐렴’ 대국민메시지 “정부 믿고 과도한 불안 자제”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003266224,12766
650,650,20200126, 우한 폐렴 확산…`중국인 입국 금지` 靑 청원 20만 돌파,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=009&aid=0004506418,440
652,652,20200126, [우한폐렴] '중국인 한시적 입국 금지해야' 靑청원 20만 돌파,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004426800,1477
655,655,20200126, '코로나바이러스 확산…중국인 입국금지' 국민청원 20만 넘어,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011357336,5973
656,656,20200126, 진중권 “민주당 툭하면 노무현 대통령 팔아먹는데…”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001281660,5360
661,661,20200127, [단독]中·日 외교 ‘폐렴 대책’ 통화… ‘강경화 패싱’ 논란,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=029&aid=0002583620,1410
662,662,20200127," '제2 메르스 사태 될라'…文, 우한폐렴 전수조사 등 총력 대응",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009671182,463
664,664,20200127, 이제서야… 文 “우한 입국자 전수조사 등 확산방지 총력”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=022&aid=0003433457,13400
665,665,20200127," 문 대통령, 우한 귀국자 전수조사 지시, 전세기 투입 검토",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001281817,437
666,666,20200127," 문 대통령 ""우한 폐렴 정부대응 믿어라"" 3시간 후 댓글창에서 벌어진 일",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=015&aid=0004279432,2119
668,668,20200127," 청 ""'금강산 관광 재개 의향 美 반대' 日 언론보도 사실무근""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011359101,474
672,672,20200127," 文대통령 ""中우한 입국자 전수조사""…청와대가 컨트롤타워(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004428256,3155
673,673,20200127," 文 ""軍 의료인력·시설까지 활용, 선제적 조치 나서라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003685781,557
674,674,20200127," '우한 폐렴' 공포 확산…""중국인 입국금지"" 靑청원 봇물",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009671108,421
676,676,20200127," 文대통령 '코로나 대책회의' 주재...""우한 입국자 전수조사""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004363387,627
677,677,20200127, 문 대통령 “중국 우한 지역 입국자 전수조사” 지시,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=028&aid=0002482863,3326
678,678,20200127," 文대통령 “필요시 軍인력 투입”…정부, 28일 긴급 경제장관회의 개최(상보)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004562893,680
679,679,20200127," [2보] 문 대통령 ""중국 우한 지역 입국자 전수조사 추진"" 지시",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011358949,682
680,680,20200127," 文대통령 ""중국 우한 입국자 전수조사... 軍도 동원하라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=023&aid=0003503183,6935
684,684,20200127," [속보]文대통령 ""中 우한 입국자들 전수조사 추진하라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009671028,1387
688,688,20200127," [1보] 문 대통령 ""중국 우한 지역 입국자 전수조사 추진"" 지시",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011358930,415
692,692,20200127," 文대통령, 설연휴 마치고 내일 국정복귀…우한폐렴 '1순위' 대응",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011358480,508
694,694,20200127," 문 대통령 ""우한 폐렴 과도한 불안 갖지 말라"" vs 野 ""한가한 이야기""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=015&aid=0004279303,2620
697,697,20200127," 문 대통령, 설 연휴 마지막날 참모들과 '떡국 오찬'",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003685687,786
705,705,20200127, '중국인 입국금지' 靑 국민청원 40만명 돌파,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=008&aid=0004345995,468
713,713,20200128, '靑수사팀' 교체 앞둔 불출석 버티기…금주내 기소 가닥(종합),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004430417,443
720,720,20200128, 박근혜 메르스 대처 '반면교사'…文 대통령 발빠른 현장 행보,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004430245,3454
721,721,20200128," 文, 시진핑에 '전폭 지원' 약속…靑 ""習 방한과 연관 없어""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004430243,767
725,725,20200128," 文대통령, ""과하다 할 정도로 강력한 선제적 조치 하라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=029&aid=0002583821,665
736,736,20200128," 文대통령, 시진핑에 ""신종코로나 조속수습 기원, 지원 아끼지 않겠다""(상보)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=008&aid=0004346841,377
739,739,20200128, 文대통령 “질본 콜센터 상담원 확대…오늘부터 매일 靑상황회의”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004563492,473
740,740,20200128," '악수 생략'한 문 대통령, 국립중앙의료원서 우한폐렴 상황 점검",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003686169,604
752,752,20200128," 마스크 쓴 문대통령 ""과하다 할 정도로""…신종코로나 총력대응",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011360804,10683
760,760,20200128, [포착] “과하다 싶게…” 마스크 쓰고 악수 건너뛴 文대통령,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001282035,900
779,779,20200128," [속보]文대통령, '신종 코로나' 현장 점검...국립중앙의료원 방문",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004363714,378
780,780,20200128," 文대통령, ‘우한폐렴’ 대응 현장 방문..현장행보",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004563303,480
782,782,20200128," 文대통령, 국립중앙의료원 '신종 코로나' 대응 점검",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=277&aid=0004612860,583
784,784,20200128," 文대통령, 국립중앙의료원 방문…'신종 코로나' 총력대응 지시",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004429032,377
796,796,20200128," ""무사안일"" 비판여론 커지자…""불안말라""→""전수조사""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=119&aid=0002379110,534
797,797,20200128," 靑 '우한폐렴'이란 병명 모두 바꿔… 네티즌 ""中엔 왜 저자세로 나가나""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=023&aid=0003503255,4078
806,806,20200129, '靑선거개입 기소' 윤석열 최종결정…이성윤 홀로 반대,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009675519,380
820,820,20200129," 문 대통령 ""강한 국방이 평화 지켜…평화 만드는 주체는 군""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011364540,640
821,821,20200129," 검찰, '청와대 지방선거 부당개입' 결론…법정공방 치열할 듯",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011364527,545
823,823,20200129," 文대통령 ""언젠간 우리 힘으로 국방 책임지고 전작권 환수해야""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004364647,443
892,892,20200129," 진중권 ""애초 윤석열 임명도 보여주기식…칼대는 시늉만 하라했는데 고지식해서""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=015&aid=0004280358,534
893,893,20200129, [데일리안 여론조사] 文대통령 지지율 46.6%…부정평가 49.8%,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=119&aid=0002379427,1876
895,895,20200129," 임종석 ""윤석열 총장, 수사가 아니라 정치에 가깝다""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=277&aid=0004613725,918
907,907,20200129," 다들 門 걸어 잠그는데...""지원 아끼지 않겠다""는 文",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=119&aid=0002379322,704
908,908,20200129," 과도한 불안 갖지말라 했던 文대통령 ""과하다 할 정도로 대응하라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=023&aid=0003503524,6206
910,910,20200130," 여 ""임종석, 정치검찰 피해자…무리한 수사 심판받을 것""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011367559,600
917,917,20200130," 文대통령 ""일·가정 양립 위해 근본적인 사회구조 바꿔내야""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004435409,499
